date_time,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,Location,Latitude,Longitude,date,Population,Density (people/km²),Urbanization (%),Average Income (USD),Education Level (% with Bachelor's or higher),Altitude (m),Proximity to Industry (km)
2024-01-01 12:00:00,1,370.5,2.49,19.36,47.21,4.83,6.78,9.73,1.77,Paris,48.866667,2.333333,2024-01-01,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-02 12:00:00,1,293.73,0.21,11.14,58.65,1.94,3.01,3.82,0.53,Paris,48.866667,2.333333,2024-01-02,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-03 12:00:00,2,293.73,0.34,10.97,64.37,2.32,3.32,4.42,0.79,Paris,48.866667,2.333333,2024-01-03,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-04 12:00:00,1,377.18,1.54,21.08,37.19,4.77,7.01,11.05,1.63,Paris,48.866667,2.333333,2024-01-04,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-05 12:00:00,2,453.95,6.65,25.36,33.26,7.09,10.24,13.58,2.47,Paris,48.866667,2.333333,2024-01-05,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-06 12:00:00,2,534.06,5.09,34.27,15.56,7.99,13.91,16.94,2.94,Paris,48.866667,2.333333,2024-01-06,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-07 12:00:00,2,453.95,2.24,28.1,21.46,5.96,13.04,14.7,2.25,Paris,48.866667,2.333333,2024-01-07,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-08 12:00:00,1,383.85,1.01,22.62,55.07,6.97,8.93,10.24,4.88,Paris,48.866667,2.333333,2024-01-08,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-10 12:00:00,3,667.57,18.55,38.04,18.6,14.78,31.16,34.72,9.88,Paris,48.866667,2.333333,2024-01-10,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-11 12:00:00,3,741.0,29.5,42.5,19.85,17.64,37.13,41.38,12.92,Paris,48.866667,2.333333,2024-01-11,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-12 12:00:00,2,520.71,2.68,41.13,29.33,7.51,21.96,27.44,2.98,Paris,48.866667,2.333333,2024-01-12,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-13 12:00:00,3,640.87,10.62,47.3,6.62,14.54,30.31,34.91,5.26,Paris,48.866667,2.333333,2024-01-13,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-14 12:00:00,4,1295.09,48.73,84.31,3.44,37.19,72.74,83.14,13.17,Paris,48.866667,2.333333,2024-01-14,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-15 12:00:00,2,427.25,3.13,25.02,60.08,7.09,10.35,12.33,2.53,Paris,48.866667,2.333333,2024-01-15,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-16 12:00:00,5,5714.42,339.75,154.91,5.5,43.87,441.65,474.46,26.85,Paris,48.866667,2.333333,2024-01-16,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-17 12:00:00,2,634.19,20.12,29.47,2.1,6.56,21.34,24.81,1.57,Paris,48.866667,2.333333,2024-01-17,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-18 12:00:00,2,527.38,10.73,35.3,39.7,10.37,22.55,25.31,2.82,Paris,48.866667,2.333333,2024-01-18,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-19 12:00:00,5,5180.36,343.32,123.38,4.52,53.41,324.23,352.71,18.75,Paris,48.866667,2.333333,2024-01-19,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-20 12:00:00,3,827.79,34.42,37.36,18.24,14.31,47.85,55.02,9.75,Paris,48.866667,2.333333,2024-01-20,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-21 12:00:00,1,353.81,0.96,14.91,52.93,3.07,8.66,10.55,1.79,Paris,48.866667,2.333333,2024-01-21,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-22 12:00:00,1,317.1,1.15,12.34,57.22,2.83,4.92,6.11,1.04,Paris,48.866667,2.333333,2024-01-22,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-23 12:00:00,2,440.6,2.96,26.05,28.97,5.25,10.48,14.74,1.47,Paris,48.866667,2.333333,2024-01-23,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-24 12:00:00,1,350.48,1.38,17.65,47.92,4.29,6.24,8.64,1.76,Paris,48.866667,2.333333,2024-01-24,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-25 12:00:00,1,397.21,1.63,24.33,25.39,5.42,7.4,10.29,1.68,Paris,48.866667,2.333333,2024-01-25,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-26 12:00:00,2,427.25,4.19,24.33,41.48,6.79,10.17,12.15,2.18,Paris,48.866667,2.333333,2024-01-26,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-27 12:00:00,3,894.55,40.23,34.96,7.15,11.09,41.56,49.13,4.12,Paris,48.866667,2.333333,2024-01-27,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-28 12:00:00,2,574.11,14.53,26.73,16.45,6.85,21.43,25.42,2.88,Paris,48.866667,2.333333,2024-01-28,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-29 12:00:00,2,647.54,19.22,27.08,18.24,8.82,23.43,30.72,2.88,Paris,48.866667,2.333333,2024-01-29,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-30 12:00:00,2,654.22,17.43,33.93,2.12,11.21,24.6,32.19,3.39,Paris,48.866667,2.333333,2024-01-30,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-01-31 12:00:00,4,1161.58,64.37,41.47,4.65,15.26,57.2,73.03,5.0,Paris,48.866667,2.333333,2024-01-31,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-01 12:00:00,2,707.63,16.32,47.3,2.24,12.76,24.01,28.38,3.96,Paris,48.866667,2.333333,2024-02-01,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-02 12:00:00,3,620.84,9.39,45.93,15.2,10.37,25.97,31.63,3.39,Paris,48.866667,2.333333,2024-02-02,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-03 12:00:00,1,373.84,0.82,22.28,47.92,5.01,6.61,8.86,2.41,Paris,48.866667,2.333333,2024-02-03,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-04 12:00:00,1,353.81,1.38,19.19,46.49,4.53,6.84,11.1,2.79,Paris,48.866667,2.333333,2024-02-04,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-05 12:00:00,2,413.89,3.07,26.05,26.46,6.14,13.12,17.99,2.6,Paris,48.866667,2.333333,2024-02-05,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-06 12:00:00,2,317.1,1.73,13.54,60.08,3.52,5.11,7.85,2.12,Paris,48.866667,2.333333,2024-02-06,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-07 12:00:00,1,310.42,0.43,13.71,58.65,2.56,6.73,7.87,0.92,Paris,48.866667,2.333333,2024-02-07,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-08 12:00:00,1,297.07,0.64,13.19,47.92,2.56,4.37,5.53,0.99,Paris,48.866667,2.333333,2024-02-08,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-09 12:00:00,1,310.42,0.73,14.39,57.94,3.07,4.01,5.6,2.09,Paris,48.866667,2.333333,2024-02-09,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-10 12:00:00,3,794.41,39.34,26.39,3.26,9.42,31.09,35.64,3.48,Paris,48.866667,2.333333,2024-02-10,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-11 12:00:00,1,287.06,0.89,9.42,59.37,2.03,2.34,3.3,1.47,Paris,48.866667,2.333333,2024-02-11,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-12 12:00:00,3,947.95,45.6,38.39,2.86,15.74,40.01,49.27,4.94,Paris,48.866667,2.333333,2024-02-12,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-13 12:00:00,2,507.35,11.06,24.68,21.99,7.03,20.45,26.14,3.23,Paris,48.866667,2.333333,2024-02-13,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-14 12:00:00,1,397.21,2.21,22.62,27.18,4.65,7.52,10.31,1.87,Paris,48.866667,2.333333,2024-02-14,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-15 12:00:00,2,480.65,10.28,23.65,32.19,6.56,15.5,19.13,4.62,Paris,48.866667,2.333333,2024-02-15,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-16 12:00:00,2,580.79,12.41,34.62,4.96,9.66,17.96,21.3,3.2,Paris,48.866667,2.333333,2024-02-16,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-17 12:00:00,2,460.62,4.19,28.79,60.08,8.94,10.67,15.54,3.23,Paris,48.866667,2.333333,2024-02-17,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-18 12:00:00,1,357.15,1.29,17.82,54.36,3.28,6.52,8.15,1.22,Paris,48.866667,2.333333,2024-02-18,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-19 12:00:00,1,423.91,2.77,23.99,38.98,5.78,8.07,10.14,2.6,Paris,48.866667,2.333333,2024-02-19,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-20 12:00:00,2,480.65,4.19,30.85,26.82,7.75,13.51,18.63,3.07,Paris,48.866667,2.333333,2024-02-20,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-21 12:00:00,1,377.18,1.72,19.19,40.05,3.99,9.17,12.24,2.6,Paris,48.866667,2.333333,2024-02-21,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-22 12:00:00,1,290.39,0.55,10.2,59.37,1.82,4.17,4.96,0.66,Paris,48.866667,2.333333,2024-02-22,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-23 12:00:00,1,300.41,1.37,9.77,59.37,2.35,2.66,3.69,1.49,Paris,48.866667,2.333333,2024-02-23,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-24 12:00:00,1,310.42,1.03,12.34,58.65,2.86,3.54,5.23,2.37,Paris,48.866667,2.333333,2024-02-24,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-25 12:00:00,1,300.41,0.76,11.31,55.79,2.06,2.81,3.63,1.12,Paris,48.866667,2.333333,2024-02-25,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-26 12:00:00,2,574.11,17.21,25.36,7.87,7.87,16.15,18.64,6.65,Paris,48.866667,2.333333,2024-02-26,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-27 12:00:00,2,447.27,4.41,29.82,29.68,7.45,19.17,21.31,5.89,Paris,48.866667,2.333333,2024-02-27,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-28 12:00:00,3,907.9,38.89,39.76,15.2,16.21,42.67,57.23,5.64,Paris,48.866667,2.333333,2024-02-28,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-02-29 12:00:00,1,380.52,1.87,20.91,37.55,3.87,7.99,10.22,1.42,Paris,48.866667,2.333333,2024-02-29,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-01 12:00:00,2,290.39,1.29,7.8,74.39,1.73,2.39,3.68,1.65,Paris,48.866667,2.333333,2024-03-01,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-02 12:00:00,2,283.72,0.6,8.14,67.23,1.46,1.93,2.56,0.77,Paris,48.866667,2.333333,2024-03-02,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-03 12:00:00,2,547.41,7.93,40.78,29.33,10.13,22.68,26.26,4.5,Paris,48.866667,2.333333,2024-03-03,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-04 12:00:00,3,794.41,37.1,31.53,21.64,10.25,40.12,53.13,6.4,Paris,48.866667,2.333333,2024-03-04,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-05 12:00:00,2,310.42,1.96,10.62,72.96,2.77,3.15,4.34,1.99,Paris,48.866667,2.333333,2024-03-05,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-06 12:00:00,3,807.76,16.99,63.06,4.96,15.14,34.12,37.8,11.02,Paris,48.866667,2.333333,2024-03-06,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-07 12:00:00,2,393.87,8.05,16.28,31.47,4.89,21.9,24.42,4.75,Paris,48.866667,2.333333,2024-03-07,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-08 12:00:00,2,337.12,3.05,13.71,64.37,3.4,12.85,15.05,5.26,Paris,48.866667,2.333333,2024-03-08,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-09 12:00:00,2,273.7,0.5,6.51,79.39,1.33,1.6,2.24,2.72,Paris,48.866667,2.333333,2024-03-09,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-10 12:00:00,3,854.49,35.76,41.13,5.05,13.47,34.53,42.68,4.81,Paris,48.866667,2.333333,2024-03-10,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-11 12:00:00,2,460.62,6.2,29.47,30.4,7.51,14.43,18.27,4.43,Paris,48.866667,2.333333,2024-03-11,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-12 12:00:00,2,447.27,4.41,22.28,33.62,4.35,12.56,14.91,1.66,Paris,48.866667,2.333333,2024-03-12,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-13 12:00:00,1,363.83,3.27,17.65,55.07,4.71,6.03,9.06,2.63,Paris,48.866667,2.333333,2024-03-13,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-14 12:00:00,2,410.56,9.83,18.16,37.19,6.02,13.73,18.53,5.0,Paris,48.866667,2.333333,2024-03-14,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-15 12:00:00,2,293.73,0.89,9.68,65.09,2.12,2.52,3.61,1.55,Paris,48.866667,2.333333,2024-03-15,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-16 12:00:00,1,350.48,3.8,14.22,59.37,5.07,5.18,6.79,3.13,Paris,48.866667,2.333333,2024-03-16,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-17 12:00:00,1,353.81,2.77,17.48,34.33,3.43,5.91,8.13,2.37,Paris,48.866667,2.333333,2024-03-17,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-18 12:00:00,1,433.92,3.38,27.42,53.64,7.99,9.45,11.68,2.88,Paris,48.866667,2.333333,2024-03-18,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-19 12:00:00,3,700.95,23.69,34.27,36.84,11.32,27.98,37.71,4.88,Paris,48.866667,2.333333,2024-03-19,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-20 12:00:00,2,494.0,13.08,24.33,42.2,7.99,19.62,23.37,6.46,Paris,48.866667,2.333333,2024-03-20,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-21 12:00:00,4,894.55,30.85,48.67,23.6,18.36,56.98,63.99,10.89,Paris,48.866667,2.333333,2024-03-21,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-22 12:00:00,3,821.11,30.85,41.47,20.03,14.07,47.87,57.44,4.31,Paris,48.866667,2.333333,2024-03-22,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-23 12:00:00,3,277.04,1.3,5.57,100.14,1.71,1.92,2.64,1.95,Paris,48.866667,2.333333,2024-03-23,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-24 12:00:00,2,283.72,1.4,7.11,79.39,2.32,2.29,3.03,1.71,Paris,48.866667,2.333333,2024-03-24,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-25 12:00:00,2,290.39,1.9,7.71,80.82,2.21,4.12,5.12,2.94,Paris,48.866667,2.333333,2024-03-25,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-26 12:00:00,2,363.83,3.16,17.99,62.23,3.61,6.17,7.77,2.09,Paris,48.866667,2.333333,2024-03-26,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-27 12:00:00,2,287.06,1.02,8.65,84.4,2.06,2.36,3.47,2.09,Paris,48.866667,2.333333,2024-03-27,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-28 12:00:00,2,263.69,1.31,4.76,73.67,1.3,1.5,2.18,1.36,Paris,48.866667,2.333333,2024-03-28,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-29 12:00:00,2,283.72,0.48,9.94,75.1,2.18,2.16,3.27,1.65,Paris,48.866667,2.333333,2024-03-29,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-30 12:00:00,2,333.79,1.66,15.42,60.08,3.81,4.64,5.79,1.49,Paris,48.866667,2.333333,2024-03-30,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-03-31 12:00:00,2,267.03,0.78,7.37,80.82,1.43,1.68,2.23,1.47,Paris,48.866667,2.333333,2024-03-31,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-01 12:00:00,2,267.03,0.57,7.2,80.11,1.49,1.51,2.2,1.22,Paris,48.866667,2.333333,2024-04-01,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-02 12:00:00,2,267.03,0.57,7.03,90.12,1.55,1.85,2.81,1.35,Paris,48.866667,2.333333,2024-04-02,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-03 12:00:00,2,270.37,1.2,7.63,81.54,1.64,1.62,2.27,0.89,Paris,48.866667,2.333333,2024-04-03,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-04 12:00:00,2,260.35,1.16,5.74,90.12,1.4,1.54,2.1,1.06,Paris,48.866667,2.333333,2024-04-04,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-05 12:00:00,2,287.06,1.08,10.97,80.11,2.29,3.82,5.15,2.53,Paris,48.866667,2.333333,2024-04-05,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-06 12:00:00,2,253.68,1.41,6.6,98.71,1.71,3.56,6.55,5.57,Paris,48.866667,2.333333,2024-04-06,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-07 12:00:00,2,303.75,0.94,14.22,64.37,3.16,4.36,6.43,2.75,Paris,48.866667,2.333333,2024-04-07,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-08 12:00:00,1,313.76,3.16,14.05,44.7,3.22,8.7,13.46,3.86,Paris,48.866667,2.333333,2024-04-08,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-09 12:00:00,3,260.35,1.15,5.31,108.72,1.49,1.58,2.41,1.47,Paris,48.866667,2.333333,2024-04-09,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-10 12:00:00,2,340.46,3.46,15.25,90.84,5.48,5.99,8.48,2.41,Paris,48.866667,2.333333,2024-04-10,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-11 12:00:00,1,357.15,3.3,20.39,40.77,5.07,7.92,12.19,2.69,Paris,48.866667,2.333333,2024-04-11,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-12 12:00:00,2,333.79,2.21,18.68,73.67,5.42,8.32,13.72,4.37,Paris,48.866667,2.333333,2024-04-12,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-13 12:00:00,2,310.42,3.58,11.31,77.96,3.58,12.12,15.51,3.8,Paris,48.866667,2.333333,2024-04-13,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-14 12:00:00,3,473.98,8.94,26.73,84.4,10.85,29.77,35.45,3.2,Paris,48.866667,2.333333,2024-04-14,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-15 12:00:00,2,263.69,0.66,7.71,88.69,1.79,2.15,3.75,2.44,Paris,48.866667,2.333333,2024-04-15,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-16 12:00:00,2,293.73,1.87,10.88,85.83,3.31,3.04,3.94,1.74,Paris,48.866667,2.333333,2024-04-16,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-17 12:00:00,2,293.73,2.49,9.08,87.98,2.86,2.99,3.65,1.44,Paris,48.866667,2.333333,2024-04-17,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-18 12:00:00,2,317.1,2.24,13.71,85.12,4.17,6.45,7.43,5.19,Paris,48.866667,2.333333,2024-04-18,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-19 12:00:00,2,293.73,1.12,12.85,74.39,3.43,3.74,5.05,1.96,Paris,48.866667,2.333333,2024-04-19,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-20 12:00:00,2,283.72,1.52,8.14,91.55,2.62,2.7,3.48,2.44,Paris,48.866667,2.333333,2024-04-20,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-21 12:00:00,3,270.37,1.36,5.57,107.29,1.73,2.19,2.71,2.91,Paris,48.866667,2.333333,2024-04-21,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-22 12:00:00,3,287.06,1.93,8.4,111.58,2.41,5.03,5.65,3.39,Paris,48.866667,2.333333,2024-04-22,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-23 12:00:00,3,313.76,2.79,12.17,110.15,3.87,10.42,11.46,5.64,Paris,48.866667,2.333333,2024-04-23,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-24 12:00:00,2,283.72,1.48,9.68,98.71,2.74,2.84,3.53,1.9,Paris,48.866667,2.333333,2024-04-24,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-25 12:00:00,3,307.08,2.07,12.34,105.86,4.41,8.12,10.42,1.57,Paris,48.866667,2.333333,2024-04-25,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-26 12:00:00,2,283.72,1.1,12.0,83.68,2.95,4.34,5.59,3.1,Paris,48.866667,2.333333,2024-04-26,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-27 12:00:00,1,273.7,2.6,11.31,51.5,2.38,3.9,5.1,2.34,Paris,48.866667,2.333333,2024-04-27,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-28 12:00:00,2,243.66,0.47,5.74,95.84,1.56,1.47,2.18,1.68,Paris,48.866667,2.333333,2024-04-28,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-29 12:00:00,2,270.37,1.03,10.71,84.4,2.65,2.75,4.2,1.57,Paris,48.866667,2.333333,2024-04-29,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-04-30 12:00:00,1,310.42,2.4,18.16,50.07,3.4,6.6,8.14,1.96,Paris,48.866667,2.333333,2024-04-30,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-05-01 12:00:00,2,487.33,9.61,34.96,44.7,10.85,20.08,23.02,5.51,Paris,48.866667,2.333333,2024-05-01,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-05-02 12:00:00,2,257.02,1.33,9.17,81.54,2.32,2.6,3.5,1.55,Paris,48.866667,2.333333,2024-05-02,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-05-03 12:00:00,2,240.33,1.09,5.83,91.55,1.76,1.51,2.24,0.81,Paris,48.866667,2.333333,2024-05-03,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-05-04 12:00:00,1,270.37,2.71,12.0,50.07,2.32,3.48,4.32,1.03,Paris,48.866667,2.333333,2024-05-04,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-05-05 12:00:00,2,233.65,1.33,7.03,63.66,1.85,1.87,2.74,0.94,Paris,48.866667,2.333333,2024-05-05,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-05-06 12:00:00,2,236.99,1.26,6.34,81.54,1.94,1.78,2.65,0.93,Paris,48.866667,2.333333,2024-05-06,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-05-07 12:00:00,2,253.68,1.4,7.11,98.71,2.47,3.99,4.69,2.25,Paris,48.866667,2.333333,2024-05-07,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-05-08 12:00:00,2,280.38,2.54,11.65,91.55,3.81,9.39,10.5,3.67,Paris,48.866667,2.333333,2024-05-08,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-05-09 12:00:00,2,300.41,1.96,13.19,82.97,5.07,20.16,22.09,4.62,Paris,48.866667,2.333333,2024-05-09,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-05-10 12:00:00,3,236.99,1.1,5.23,128.75,2.65,7.67,8.74,2.41,Paris,48.866667,2.333333,2024-05-10,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-05-11 12:00:00,3,247.0,1.19,5.4,118.73,3.22,15.41,16.78,3.8,Paris,48.866667,2.333333,2024-05-11,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-05-12 12:00:00,2,327.11,3.69,21.76,57.22,5.07,16.56,19.75,3.23,Paris,48.866667,2.333333,2024-05-12,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-05-13 12:00:00,2,233.65,0.96,7.63,90.12,2.03,5.33,6.52,1.36,Paris,48.866667,2.333333,2024-05-13,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-05-14 12:00:00,1,277.04,3.1,13.02,45.06,2.92,3.91,5.23,0.97,Paris,48.866667,2.333333,2024-05-14,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-05-15 12:00:00,2,226.97,1.02,6.68,75.82,1.94,1.93,3.21,1.03,Paris,48.866667,2.333333,2024-05-15,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-05-16 12:00:00,2,243.66,0.88,9.51,75.82,2.53,1.87,2.71,1.12,Paris,48.866667,2.333333,2024-05-16,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-05-17 12:00:00,2,240.33,1.93,6.68,87.98,2.47,2.72,3.75,0.99,Paris,48.866667,2.333333,2024-05-17,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
2024-05-18 12:00:00,2,297.07,1.37,17.48,77.25,4.77,5.94,7.09,2.22,Paris,48.866667,2.333333,2024-05-18,2140526.0,21383.0,98.0,45000.0,29.0,35.0,3.0
